1228.1	2.60310058594	2.57973632812
1229.2	2.69575195312	2.20590820312
1229.3	2.59826660156	2.51447753906
1229.4	2.47822265625	2.42182617187
1230.3	2.52092285156	2.44519042969
1230.7	2.58940429687	2.49191894531
1232.6	2.52172851562	2.45083007813
1234.2	2.51447753906	2.40812988281
1235.4	2.46291503906	2.42102050781
1236.2	2.49594726562	2.41215820312
1236.9	2.49997558594	2.39523925781
1239.0	2.51770019531	2.4556640625
1240.3	2.46130371094	2.38557128906
1244.1	2.53381347656	2.45646972656
1245.1	2.57248535156	2.487890625
